X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,Y
2097,,21,0,0,300,204,188,113,601,0.18,-164, FC14, CA30,,Berry
2248,345,8,0,0,1194,204,227,162,721,0.82,-710, FC14, CA34,,Carrot
2930,120,30,361,189,1978,254,199,49,631,0.06,249, FC13, CA33,,Melon
2707,71,31,0,0,95,236,164,36,2430,0.45,-389, FC11, CA50,,Melon
2762,61,30,60,-13,170,228,165,49,1362,0.3,-156, FC11, CA49,,Melon
2890,,18,864,214,2283,170,243,211,1653,0.28,-44, FC13, CA33,,Melon
2764,91,15,42,7,2789,242,216,100,2216,0.75,76, FC11, CA49,,Melon
2093,247,23,127,64,402,164,250,218,552,0.61,-367, FC14, CA21,,Berry
2231,243,2,30,-1,1489,215,240,163,633,0.49,51, FC14, CA21,,Carrot
2915,69,12,277,18,212,233,216,113,295,0.17,-5, FC13, CA53,,Apple
2722,57,10,162,52,182,227,219,125,2089,0.5,969, FC11, CA49,,Melon
2313,123,17,150,32,90,246,225,101,342,0.93,-382, FC14, CA31,,Berry
2792,104,18,335,160,360,248,214,88,576,0.52,842, FC11, CA50,,Melon
2944,163,19,277,43,408,234,242,130,858,0.54,-891, FC13, CA52,,Melon
2106,142,30,67,32,240,247,217,75,825,0.62,523, FC14, CA21,,Berry
2285,106,7,210,23,175,232,232,132,277,0.34,38, FC14, CA30,,Carrot
3006,7,15,180,30,1260,200,208,143,870,0.21,718, FC13, CA44,,Apple
2583,298,31,67,42,1682,118,211,225,1492,0.71,-353, FC13, CA33,,Mango
3142,245,15,150,32,1514,189,251,198,2343,0.37,-302, FC13, CA53,,Apple
2855,168,8,360,24,2324,227,243,150,2082,0.37,553, FC13, CA46,,Melon
2724,118,14,42,-8,371,243,227,111,430,0.86,548, FC11, CA50,,Melon
2208,335,25,277,174,534,157,198,176,408,0.66,257, FC14, CA30,,Berry
2851,323,11,170,5,2910,191,228,177,2518,0.58,705, FC11, CA43,,Apple
2744,281,13,60,9,1729,183,241,197,1020,0.62,-935, FC13, CA53,,Melon
2301,93,9,0,0,1320,235,226,123,854,0.7,-268, FC14, CA23,,Carrot
2799,72,8,0,0,664,229,226,130,175,0.2,172, FC11, CA50,,Melon
3251,167,13,210,33,2813,230,244,144,2493,0.44,37, FC11, CA49,,Peach
2734,269,13,0,0,1650,185,244,199,1092,0.02,559, FC13, CA43,,Melon
2029,107,34,330,162,360,254,178,23,992,0.58,-705, FC14, CA23,,Berry
2140,135,5,0,0,1273,228,238,144,1266,0.63,-575, FC14, CA37,,Carrot
2942,346,12,30,3,5918,197,221,162,3900,0.74,-603, FC11, CA44,,Apple
2605,49,4,234,7,573,222,230,144,6228,0.44,-448, FC11, CA49,R2,Melon
2834,140,16,90,21,2279,242,233,115,1036,0.35,179, FC13, CA33,,Melon
2210,41,26,190,77,541,213,174,82,277,0.69,176, FC14, CA30,,Mango
2144,24,26,120,16,566,196,174,103,309,0,633, FC14, CA30,,Mango
2118,299,9,30,7,1138,196,237,181,1317,0.5,-388, FC14, CA37,,Carrot
2192,138,28,30,11,1167,249,216,75,1124,0.89,-593, FC14, CA23,,Carrot
2898,164,8,95,7,1717,227,243,148,1466,0.99,-330, FC13, CA52,R3,Melon
2128,331,30,30,17,1189,137,189,183,1167,0.1,380, FC14, CA37,R2,Carrot
2328,286,12,446,44,1358,185,239,194,942,0.07,-955, FC14, CA26,,Berry
2337,136,27,210,96,212,250,218,78,1739,0.36,671, FC14, CA23,,Carrot
2687,20,11,150,39,1986,212,217,140,4936,0.36,462, FC11, CA32,,Orange
2116,77,16,0,0,1273,238,210,98,960,0.31,628, FC14, CA37,,Carrot
3216,328,7,42,-6,4050,203,232,168,1300,0.96,-265, FC11, CA42,,Apple
2417,68,21,150,38,947,236,193,79,685,0.6,931, FC14, CA30,,Berry
3177,239,1,335,24,1597,216,240,161,272,0.74,-383, FC13, CA43,,Apple
2717,108,16,201,79,1500,246,220,98,794,0.13,816, FC11, CA50,,Melon
3074,108,6,60,-1,1811,231,233,136,1996,0.63,969, FC11, CA43,,Apple
2788,63,14,362,76,1842,232,210,107,981,0.33,-802, FC13, CA31,,Melon
2824,76,8,351,58,1986,230,226,128,834,0.35,179, FC13, CA31,,Melon
3221,90,3,0,0,3967,224,234,146,2698,0.42,250, FC11, CA43,,Peach
2187,120,27,85,45,1410,254,205,60,277,0.07,-276, FC14, CA23,,Berry
2299,307,26,342,-13,531,141,215,210,691,0.99,672, FC14, CA30,,Berry
2287,348,16,42,8,573,187,211,161,778,0.97,884, FC14, CA30,R2,Berry
3132,349,13,408,51,1170,195,218,161,2576,0.09,-41, FC13, CA51,,Apple
2071,43,28,390,204,390,213,167,73,992,0.41,-411, FC14, CA25,,Berry
2840,14,14,216,88,3552,206,210,140,5944,0.8,211, FC11, CA32,,Apple
1983,17,21,228,45,510,197,190,123,731,0.82,-328, FC14, CA21,,Mango
2313,207,8,210,51,277,215,247,168,424,0.17,-406, FC14, CA22,,Berry
2059,128,22,0,0,841,250,220,87,228,0.71,323, FC14, CA21,,Carrot
2180,69,3,0,0,1126,223,233,145,1168,0.16,361, FC14, CA24,,Carrot
2748,107,24,228,116,240,252,203,64,679,0.57,151, FC11, CA50,,Melon
3191,93,9,0,0,1265,234,227,125,1557,0.25,-795, FC11, CA49,R3,Apple
2588,182,14,295,53,1473,224,248,154,2069,0.56,-278, FC13, CA24,,Berry
2096,,23,42,15,242,249,223,90,836,0.7,414, FC14, CA21,,Berry
3294,297,5,295,87,1110,205,238,172,2310,0.26,575, FC11, CA60,,Peach
2282,354,21,0,0,1041,180,197,152,859,0.18,-338, FC14, CA34,,Carrot
2144,357,12,30,-3,955,200,217,154,677,0.16,-478, FC14, CA34,,Carrot
3173,57,7,457,78,4964,225,226,136,2110,0.61,322, FC11, CA49,,Apple
2166,353,27,90,40,892,163,181,149,537,0.05,374, FC14, CA30,,Berry
2239,128,30,85,45,891,252,205,56,1401,0.46,-637, FC14, CA23,,Carrot
2273,,6,0,0,390,230,237,140,1570,0.02,-974, FC14, CA24,R1,Carrot
2828,14,9,443,95,1919,212,222,147,907,0.27,345, FC13, CA31,,Melon
2271,,12,0,0,931,213,215,137,417,0.7,-912, FC14, CA26,,Carrot
2946,166,25,192,38,319,231,239,124,834,0.01,963, FC13, CA33,,Melon
2345,109,30,283,124,558,254,192,43,1744,0.84,127, FC14, CA23,,Carrot
2777,36,9,525,43,180,220,221,136,845,0.85,27, FC13, CA31,R2,Melon
2247,106,16,0,0,849,246,218,96,484,0.82,537, FC14, CA30,R3,Carrot
2914,113,11,0,0,4889,239,229,119,1747,0.25,411, FC11, CA43,,Melon
2732,77,33,124,70,127,240,162,26,1682,0.52,911, FC11, CA50,,Melon
3096,312,13,60,7,3666,185,230,185,2047,0.99,-188, FC11, CA43,,Apple
2860,,15,90,16,2076,190,251,197,1273,0.39,-258, FC13, CA43,,Melon
2119,303,19,60,-1,1150,163,227,202,1262,0.88,-268, FC14, CA37,,Carrot
2894,168,13,492,49,2525,230,245,143,1936,0.04,218, FC13, CA46,,Melon
3095,38,11,780,41,2301,220,216,129,2333,0.18,-543, FC13, CA52,,Apple
2718,71,29,124,70,134,237,170,43,1243,0.17,840, FC11, CA50,R2,Melon
2903,,5,134,19,1865,212,230,156,1463,0.27,320, FC13, CA52,,Melon
2832,107,17,258,73,1889,247,217,92,960,0.3,-601, FC13, CA33,,Melon
2197,13,9,0,0,1423,211,221,146,552,0.91,-588, FC14, CA34,,Carrot
2830,110,20,212,108,1959,250,213,81,573,0.49,-185, FC13, CA33,,Melon
2240,133,32,256,162,649,251,206,58,175,0.75,610, FC14, CA23,,Carrot
2290,127,7,0,0,255,232,236,136,510,0.7,-749, FC14, CA31,,Carrot
2879,144,13,319,104,1905,239,237,125,1279,0.78,-645, FC13, CA33,,Melon
2876,152,11,404,34,2431,234,240,135,2024,0.09,673, FC13, CA46,,Melon
2263,100,25,60,22,335,251,198,59,1784,0.79,-557, FC14, CA23,,Carrot
2786,298,29,379,222,1288,128,216,222,960,0.74,-606, FC13, CA53,,Mango
2869,325,15,120,13,2898,181,222,180,2310,0.1,768, FC11, CA49,,Apple
2366,259,17,258,76,830,176,247,209,466,0.18,-964, FC14, CA26,,Carrot
2569,256,30,424,81,785,139,242,233,1129,0.95,426, FC13, CA22,,Berry
2297,358,25,300,92,1146,174,187,144,175,0.11,800, FC14, CA30,,Berry
2862,43,12,420,20,2640,222,213,124,908,0.16,541, FC13, CA51,,Apple
2201,131,21,30,7,870,249,223,91,1421,0.88,404, FC14, CA23,,Carrot
3250,86,23,182,47,4731,246,194,65,234,0.2,325, FC11, CA42,,Apple
2378,,16,190,29,582,243,214,96,658,0.53,784, FC14, CA21,R2,Berry
3244,254,7,671,107,1994,204,245,179,2131,0.67,680, FC13, CA51,R2,Apple
3383,307,39,192,65,2881,90,186,222,2372,0.35,-643, FC11, CA59,,Apple
2518,202,22,85,27,1126,204,253,175,1249,0.91,403, FC13, CA24,,Berry
2312,126,14,108,37,270,243,229,112,1549,0.38,-874, FC14, CA22,R3,Carrot
2622,95,12,484,39,1329,239,222,112,4086,0.91,-732, FC11, CA49,,Orange
2273,85,24,0,0,1541,246,193,63,684,0.48,528, FC14, CA23,,Carrot
2172,115,36,153,94,658,253,179,20,67,0.67,-168, FC14, CA23,,Carrot
2483,60,10,0,0,301,228,219,123,1590,0.88,-908, FC14, CA25,,Carrot
3050,180,4,277,-3,5782,221,242,156,2721,0.85,407, FC11, CA49,R2,Apple
2132,47,27,201,123,390,217,169,70,400,0.24,-733, FC14, CA26,,Berry
3112,,23,408,97,4563,233,186,72,3084,0.35,-593, FC11, CA49,,Apple
2929,265,8,30,-1,1853,200,244,182,1328,0.65,-186, FC13, CA52,,Melon
2731,132,21,408,97,2509,249,223,92,2167,0.24,829, FC13, CA30,,Berry
2235,93,33,268,163,558,250,171,22,216,0,-856, FC14, CA23,,Carrot
2948,79,15,120,24,5493,239,211,99,1608,0.78,605, FC11, CA50,,Apple
2728,330,23,323,-24,1167,158,204,182,2072,0,557, FC13, CA33,,Mango
2161,98,38,150,89,591,250,160,3,95,0.85,-829, FC14, CA23,,Carrot
3208,48,7,85,-6,2982,223,225,137,1617,0.64,-523, FC11, CA49,R2,Apple
2807,148,11,67,10,2321,234,239,135,1199,0.52,431, FC13, CA33,,Melon
2409,64,20,0,0,661,234,196,86,1200,0.92,-586, FC14, CA30,,Carrot
3219,332,8,300,37,362,201,230,168,1206,0.84,327, FC13, CA43,,Apple
2129,159,6,0,0,1195,226,241,149,1412,0.97,127, FC14, CA37,,Carrot
2480,100,11,108,30,573,238,226,118,1350,0.6,-481, FC14, CA26,,Berry
3138,145,8,134,5,1050,231,239,141,1982,0.41,310, FC11, CA42,,Apple
3033,45,7,175,25,2519,222,225,138,1057,0.04,839, FC11, CA43,,Apple
3066,179,12,283,36,4918,225,247,153,1803,0.58,525, FC11, CA50,,Apple
2354,107,19,0,0,819,248,215,88,1091,0.51,56, FC14, CA25,,Carrot
2366,179,18,339,72,870,224,248,149,421,0.11,678, FC14, CA26,,Carrot
2117,101,33,95,49,569,253,177,26,95,0.9,-811, FC14, CA23,,Carrot
2306,100,30,240,109,684,252,184,36,1617,0.7,-380, FC14, CA23,,Carrot
3055,309,10,42,2,1652,192,233,182,1731,0.59,336, FC13, CA43,,Apple
2079,,16,30,6,1288,246,225,103,607,0.08,-936, FC14, CA21,R3,Carrot
2791,63,10,418,48,2942,229,221,124,6606,0.53,-727, FC11, CA32,,Orange
2298,107,22,510,4,1368,251,209,75,918,0.63,-692, FC14, CA22,,Carrot
2763,54,25,313,95,335,225,179,74,2203,0.25,-211, FC11, CA49,,Melon
2249,,29,150,52,721,254,198,49,1570,0.53,804, FC14, CA23,,Carrot
2622,17,14,571,111,658,208,210,137,979,0.19,231, FC14, CA31,R2,Berry
2118,62,6,0,0,1115,225,228,138,458,0.68,-213, FC14, CA23,,Carrot
2878,264,18,67,-7,1911,173,246,210,1471,0.31,694, FC13, CA43,,Melon
3189,,17,42,6,1390,245,214,93,2549,0.32,177, FC11, CA42,,Apple
2996,81,33,0,0,503,243,164,25,1387,0.08,862, FC11, CA50,,Apple
2766,39,23,216,117,1310,215,184,95,878,0.35,5, FC13, CA33,,Melon
2728,165,18,134,22,450,233,243,133,677,0.12,-808, FC11, CA50,,Melon
3155,181,14,301,21,2203,224,248,154,760,0.51,553, FC11, CA42,,Apple
2600,135,17,218,70,912,244,230,109,1368,0.98,158, FC13, CA24,,Berry
2135,13,8,0,0,882,213,225,149,1493,0.59,-517, FC14, CA37,,Carrot
2218,74,10,0,0,443,233,220,119,1129,0.14,191, FC14, CA21,,Carrot
2162,51,23,85,40,492,224,184,82,769,0.99,-730, FC14, CA21,,Berry
2600,179,15,67,15,1731,225,248,151,2832,0.54,-325, FC13, CA24,,Berry
2138,124,3,30,-3,1290,225,237,146,1296,0.58,-199, FC14, CA37,,Carrot
2080,337,8,0,0,834,203,229,165,847,0.75,721, FC14, CA34,,Carrot
3256,101,2,30,-1,3583,223,236,148,3757,0.98,-363, FC11, CA58,,Peach
2140,23,35,30,18,932,177,144,82,335,0.59,820, FC14, CA30,,Berry
3224,92,19,0,0,3389,246,207,82,3766,0.02,-808, FC11, CA58,,Peach
3188,288,9,60,9,2896,195,239,184,1348,0.77,-801, FC13, CA43,,Apple
3080,315,16,150,22,4795,176,226,189,2930,0.01,767, FC11, CA42,,Apple
2347,86,23,30,13,912,246,193,64,999,0.02,-882, FC14, CA25,,Berry
2328,93,26,390,241,679,250,190,51,309,0.3,196, FC14, CA30,,Carrot
2152,21,40,210,126,309,162,126,71,450,0.15,-507, FC14, CA30,,Berry
2751,,17,313,63,323,239,206,92,2463,0.46,998, FC11, CA44,,Melon
2212,58,27,240,161,492,228,174,63,256,0.82,-961, FC14, CA30,,Carrot
3244,326,5,750,53,3730,207,234,166,2460,0.87,475, FC11, CA43,,Apple
2054,311,10,0,0,451,194,233,179,255,0.35,-931, FC14, CA24,R3,Carrot
2175,147,32,95,55,1061,243,217,76,424,0.16,844, FC14, CA23,,Carrot
2933,58,4,0,0,1138,223,230,143,2353,0.95,728, FC11, CA43,,Apple
2892,,11,30,9,1994,204,251,183,1550,0,-362, FC13, CA43,,Melon
2215,323,9,0,0,1140,196,230,174,350,0.19,371, FC14, CA37,,Carrot
3271,169,8,420,95,3356,227,244,149,2912,0.37,-28, FC11, CA43,,Apple
2991,282,8,268,32,5024,198,241,182,4582,0.26,46, FC11, CA49,,Apple
2156,,13,330,158,467,222,249,157,616,0.13,-715, FC14, CA22,,Berry
2770,104,15,134,31,450,244,220,101,342,0.84,497, FC11, CA50,,Melon
2332,225,3,361,144,1279,215,242,165,1087,0.93,837, FC14, CA26,,Carrot
3170,14,12,524,63,5752,208,214,141,808,0.86,-806, FC11, CA49,,Apple
2883,132,14,192,41,2200,242,232,117,785,0.09,292, FC13, CA52,,Melon
2183,145,28,0,0,1231,245,222,85,1062,0.93,-728, FC14, CA23,,Carrot
3041,123,10,0,0,3376,237,233,126,2495,0.62,242, FC13, CA43,,Apple
3222,25,9,0,0,3032,216,221,141,1974,0.03,-418, FC11, CA42,R1,Apple
2069,189,3,0,0,1008,219,241,158,285,0.05,-951, FC14, CA37,,Carrot
2936,52,16,180,27,4656,227,203,105,4456,0.35,-101, FC11, CA43,,Apple
2806,63,7,283,10,420,226,226,134,592,0.63,885, FC11, CA50,,Melon
2707,87,23,134,71,150,247,195,64,872,0.24,940, FC11, CA50,,Melon
3193,354,17,942,176,1844,189,207,155,2240,0.78,453, FC13, CA44,,Apple
2113,101,33,85,41,598,253,177,24,67,0.84,693, FC14, CA23,,Carrot
2402,,31,283,-10,760,179,158,100,1493,0.94,70, FC14, CA30,,Berry
3234,0,11,658,26,3589,204,220,153,4109,0.98,962, FC11, CA43,,Apple
2337,52,3,0,0,1437,221,233,149,430,0.46,444, FC14, CA26,,Carrot
2147,110,31,342,203,365,254,190,39,361,0.33,-765, FC14, CA21,,Berry
2836,178,22,446,137,765,224,246,143,1855,0.84,629, FC13, CA24,,Melon
2062,357,20,30,7,914,184,199,149,313,0.26,-140, FC14, CA37,,Carrot
2716,7,8,30,0,1490,211,225,151,1333,0.68,935, FC13, CA39,,Melon
3110,140,14,175,-3,1064,240,235,122,1930,0.04,-827, FC11, CA43,,Apple
3273,58,10,60,-2,3791,228,218,123,3814,0.66,-235, FC11, CA58,,Peach
2908,198,2,30,1,4954,218,240,158,1689,0.33,975, FC11, CA43,,Melon
3313,283,11,240,38,2707,191,241,190,752,0.52,-682, FC13, CA42,,Apple
2824,1,12,402,91,1879,202,216,151,949,0.62,805, FC13, CA31,,Melon
2341,,2,108,14,1269,222,236,151,192,0.06,-450, FC14, CA26,,Berry
2093,,12,30,-6,342,224,214,122,400,0.16,-427, FC14, CA30,,Mango
2473,142,19,495,220,899,244,232,109,655,0.88,-72, FC14, CA22,,Berry
2862,141,23,875,83,2349,246,227,96,1561,0.53,-561, FC13, CA33,,Melon
2321,129,17,42,10,1200,245,228,106,108,0.1,398, FC14, CA26,,Berry
2237,29,34,361,160,424,187,146,73,616,0.54,357, FC14, CA30,,Berry
3249,178,5,569,139,1661,223,243,155,2371,0.18,-884, FC13, CA51,,Apple
3181,94,20,127,14,959,248,205,77,771,0.49,-966, FC13, CA59,,Peach
2020,,25,0,0,531,174,186,143,511,0.12,870, FC14, CA30,R1,Carrot
3224,107,15,417,97,646,244,221,103,849,0.13,-601, FC13, CA51,R1,Peach
3038,244,17,0,0,1468,184,251,203,2434,0.18,674, FC13, CA42,,Apple
2695,276,11,0,0,1487,191,242,191,1036,0.28,714, FC13, CA43,,Melon
3188,101,8,547,95,3022,233,230,129,3439,0.73,284, FC11, CA50,,Apple
3199,,8,671,-47,2846,196,238,181,30,0.71,-674, FC13, CA52,,Apple
3065,153,15,162,-34,815,237,239,128,1465,0.02,-934, FC11, CA42,,Apple
2151,328,22,0,0,1317,160,208,184,1218,0.22,-417, FC14, CA37,,Carrot
2811,108,10,182,24,646,238,228,120,170,0.3,545, FC11, CA49,,Melon
3038,40,7,218,26,3275,221,224,138,1689,0.41,-738, FC11, CA49,,Apple
2619,345,13,488,61,649,193,218,164,872,0.42,-553, FC13, CA31,,Berry
2578,3,5,277,19,1500,213,230,155,1690,0.54,-943, FC13, CA22,,Melon
2941,87,23,350,114,1172,246,195,65,430,0.67,195, FC11, CA50,,Melon
2252,328,9,0,0,379,198,230,171,726,0.75,715, FC14, CA36,,Carrot
2410,71,10,0,0,446,231,221,121,1320,0.21,-753, FC14, CA26,,Carrot
2762,320,15,190,49,1664,179,224,184,1154,0.02,606, FC13, CA31,,Melon
2970,160,13,150,20,1140,233,242,138,633,0.72,877, FC13, CA33,R3,Apple
2158,149,19,0,0,1445,241,235,115,853,0.04,-726, FC14, CA23,,Carrot
2262,111,13,0,0,1300,242,225,110,577,0.33,-609, FC14, CA23,,Carrot
2376,303,30,180,96,418,123,209,219,1758,0.72,-816, FC14, CA30,,Berry
2333,172,24,454,39,1231,228,243,133,742,0.06,-472, FC14, CA26,,Carrot
2590,56,2,212,-6,390,220,235,151,6225,0.05,-70, FC11, CA49,R2,Melon
3032,131,5,362,-67,630,228,237,144,1291,0.86,763, FC11, CA43,,Apple
2326,57,16,0,0,300,229,203,102,1249,0.14,616, FC14, CA34,,Carrot
3109,26,7,30,-3,3947,217,225,144,2962,0.66,-730, FC11, CA49,,Apple
2187,138,19,134,62,1173,246,229,103,553,0.84,-668, FC14, CA30,,Carrot
2798,121,16,361,0,391,246,225,103,534,0.39,-291, FC11, CA50,,Melon
2877,135,12,324,102,1914,239,234,123,1321,0.07,-659, FC13, CA52,,Melon
2354,310,25,342,164,1357,143,213,206,466,0.32,785, FC14, CA30,,Berry
2887,90,6,446,8,1020,230,230,134,2574,0.75,759, FC13, CA52,,Apple
2161,310,4,0,0,1129,209,237,166,759,0.33,-27, FC14, CA37,,Carrot
2108,240,17,120,44,474,186,252,201,752,0,-85, FC14, CA26,R3,Berry
3403,205,12,731,197,2030,213,251,171,1170,0.28,933, FC13, CA52,,Apple
2130,82,7,0,0,1301,230,228,132,649,0.94,517, FC14, CA23,,Carrot
2720,57,23,95,37,120,229,184,77,1546,0.97,-992, FC11, CA49,,Melon
2835,81,17,524,169,541,241,208,92,2309,0.52,-768, FC11, CA44,,Melon
2884,322,16,67,10,1711,177,222,184,2308,0.68,-106, FC13, CA43,,Apple
2596,34,24,30,16,1036,208,180,97,947,0.03,320, FC13, CA53,,Mango
3233,162,7,0,0,3814,227,242,148,4113,0.08,-220, FC11, CA59,,Peach
2841,172,18,162,61,900,229,245,141,3062,0.9,-933, FC13, CA31,,Melon
3390,59,10,124,12,2610,228,219,124,2357,0.19,-58, FC11, CA59,,Peach
2318,112,38,339,214,850,253,173,11,360,0.81,997, FC14, CA23,,Carrot
2591,311,25,30,13,1637,144,213,205,1222,0.17,-16, FC13, CA33,,Mango
2724,36,28,175,94,1321,205,167,81,655,0.22,376, FC13, CA53,,Mango
2389,83,22,268,27,992,244,196,70,799,0.76,161, FC14, CA30,,Berry
2533,71,9,150,-3,577,230,223,126,5552,0.32,-480, FC11, CA38,,Melon
2158,311,19,0,0,726,166,223,196,1533,0.81,304, FC14, CA36,,Carrot
3256,279,25,361,80,4179,146,234,224,2289,0,-973, FC13, CA58,,Apple
2823,92,21,182,101,1922,247,203,74,674,0,-763, FC13, CA33,,Melon
2458,12,23,201,80,671,190,186,126,1148,0.16,438, FC14, CA30,R1,Berry
2647,58,9,30,5,1513,227,221,127,612,0.78,886, FC13, CA53,,Apple
2164,10,37,180,141,295,154,141,102,474,0.84,-811, FC14, CA30,,Berry
2726,17,15,150,13,2512,207,208,135,402,0.13,842, FC13, CA51,,Melon
2264,,30,362,134,1231,245,220,81,685,0.43,-194, FC14, CA23,,Carrot
2100,6,19,0,0,849,194,201,141,228,0.21,509, FC14, CA24,,Carrot
3329,209,18,418,162,2318,203,254,181,1075,0.2,859, FC13, CA53,,Apple
2296,194,28,277,176,1045,202,249,163,485,0.47,-501, FC14, CA23,,Carrot
2063,293,24,404,0,408,147,227,217,997,0.04,476, FC14, CA25,,Mango
2109,117,20,0,0,1050,250,216,84,636,0.36,-53, FC14, CA23,,Carrot
2225,172,28,30,8,1090,224,239,127,242,0.42,-359, FC14, CA21,,Carrot
2706,326,5,240,13,1356,207,234,166,2096,0.12,-751, FC13, CA37,,Melon
2360,257,11,228,66,1107,193,247,192,752,0.41,778, FC14, CA26,,Carrot
2198,126,13,0,0,787,242,231,115,395,0.97,-125, FC14, CA34,,Carrot
2347,117,4,30,2,1342,227,236,143,525,0.37,-47, FC14, CA26,,Berry
2332,346,30,95,44,350,147,177,158,503,0.1,567, FC14, CA30,,Berry
2699,6,15,60,29,1518,201,210,145,1678,0.9,-81, FC13, CA33,,Mango
2339,126,21,518,264,1476,250,220,87,1019,0.74,-622, FC14, CA22,,Carrot
2470,140,11,153,48,815,237,237,129,182,0.7,49, FC14, CA22,,Berry
2290,131,30,67,33,1080,252,208,60,907,0.14,-552, FC14, CA26,,Berry
2114,75,7,0,0,726,229,226,130,552,0.42,720, FC14, CA34,,Carrot
2536,339,3,324,53,153,212,234,160,1890,0.18,-501, FC14, CA26,,Berry
2284,7,23,0,0,1304,186,189,134,947,0.22,-63, FC14, CA30,R3,Berry
2001,103,46,90,66,120,244,138,0,361,0.26,-134, FC14, CA21,,Berry
2055,108,2,0,0,865,221,237,151,256,0.17,-815, FC14, CA21,,Carrot
2403,311,18,170,21,283,169,225,195,752,0.92,427, FC14, CA30,,Berry
2939,104,19,150,41,2307,248,213,86,571,0.96,-506, FC13, CA33,,Melon
2494,313,10,592,265,870,193,233,179,342,0.32,-119, FC14, CA30,,Berry
2903,97,27,390,-64,430,251,190,49,1994,0.93,408, FC11, CA50,,Melon
2137,,29,95,59,731,254,195,47,67,0.51,-786, FC14, CA23,,Carrot
3370,204,5,939,168,2858,217,244,163,1376,0.75,795, FC13, CA58,,Apple
2952,8,7,488,125,4953,212,227,152,5192,0.24,-905, FC11, CA40,,Apple
2298,117,11,0,0,108,238,230,121,297,0.74,961, FC14, CA31,,Carrot
2725,77,24,150,75,150,242,187,62,1048,0.5,226, FC11, CA50,,Melon
2315,204,14,234,58,914,212,252,172,752,0.01,580, FC14, CA26,,Berry
2190,114,17,30,6,1040,247,221,97,1252,0.03,964, FC14, CA23,,Carrot
2367,302,27,150,25,1236,134,216,216,990,0.47,-315, FC14, CA30,,Berry
2929,,12,0,0,5757,201,219,155,4017,0.72,629, FC11, CA44,R3,Orange
3294,30,19,240,60,1727,211,196,115,2252,0.23,374, FC11, CA59,,Apple
2189,135,33,42,26,1379,250,205,55,912,0.19,877, FC14, CA23,,Carrot
2778,80,34,150,109,162,241,159,19,1441,0.9,-452, FC11, CA49,R2,Melon
3023,79,21,404,156,1804,242,198,76,2771,0.19,795, FC13, CA53,,Apple
2671,320,26,270,112,1068,145,205,196,666,0.46,12, FC13, CA53,,Mango
2955,9,10,85,10,5167,209,221,149,2819,0.69,-648, FC11, CA36,,Apple
2587,12,8,256,61,408,212,224,149,942,0.51,-968, FC14, CA26,R2,Berry
3246,242,6,150,12,3173,209,245,173,1443,0.25,-797, FC13, CA43,,Apple
2131,11,34,150,90,600,164,151,106,514,0.88,-706, FC14, CA30,,Berry
2565,84,5,335,20,1243,227,231,139,1368,0.62,893, FC13, CA22,,Melon
2289,189,16,212,108,1195,219,250,160,1116,0.15,-232, FC14, CA23,,Carrot
2702,75,18,95,30,120,239,202,87,1691,0.92,969, FC11, CA49,,Melon
3113,77,16,30,10,4141,239,208,95,2987,0.44,10, FC11, CA49,,Apple
2230,120,8,0,0,1415,234,234,132,573,0.28,-492, FC14, CA21,,Carrot
2063,349,10,0,0,955,202,224,160,216,0.42,507, FC14, CA37,,Carrot
2492,90,18,212,55,342,245,208,85,1008,0.47,856, FC13, CA22,,Berry
2851,,28,60,21,510,219,243,138,1231,0.89,-737, FC13, CA33,,Melon
2780,315,6,0,0,2207,205,235,170,816,0.2,-156, FC13, CA51,,Melon
3298,300,4,295,74,1170,209,238,168,2324,0.08,741, FC11, CA60,,Peach
2265,194,20,339,140,1104,213,252,164,569,0.29,-768, FC14, CA23,,Carrot
2826,46,27,258,145,283,216,170,73,1423,0.39,-554, FC11, CA50,,Melon
2328,50,12,0,0,924,225,214,121,967,0.38,173, FC14, CA25,,Carrot
3268,37,19,850,158,1667,216,194,106,2967,0.63,-102, FC13, CA53,,Apple
3185,129,12,481,10,3899,240,233,121,4273,0.13,177, FC11, CA49,,Apple
3172,162,3,180,7,3632,222,240,153,4624,0.77,308, FC11, CA49,,Apple
2566,321,6,234,19,1452,204,234,169,1565,0.45,986, FC13, CA22,,Melon
2118,3,12,0,0,1182,203,216,150,543,0.42,-815, FC14, CA34,,Carrot
2306,,26,361,197,1127,156,190,166,1230,0.28,850, FC14, CA30,,Berry
2045,352,10,0,0,895,202,222,158,570,0.83,910, FC14, CA37,,Carrot
3253,7,11,124,25,1533,207,218,148,853,0.18,393, FC13, CA58,,Apple
2421,56,14,90,34,886,228,211,113,1361,0.97,-843, FC14, CA26,,Berry
2120,104,10,30,3,1256,237,228,121,454,0.32,926, FC14, CA23,,Carrot
2834,98,24,420,181,424,251,198,61,1774,0.49,-620, FC11, CA50,,Melon
2038,59,31,190,130,228,225,160,45,560,0.6,89, FC14, CA21,,Berry
2031,,34,42,11,256,223,149,33,691,0.23,-781, FC14, CA21,,Berry
2471,335,4,228,39,648,211,234,162,1507,0.84,-766, FC14, CA26,R1,Berry
2331,185,15,350,37,1231,222,249,156,841,0.24,916, FC14, CA22,,Carrot
2573,9,24,150,39,1341,185,184,129,1560,0.72,80, FC13, CA30,,Berry
